Date,Open,High,Low,Close,Volume
02/26/2021,"218.51","220.66","211.29","212.01","12,838,430"
02/25/2021,"227.80","228.50","214.71","216.45","19,283,010"
02/24/2021,"212.10","229.61","211.60","229.34","30,709,279"
02/23/2021,"214.15","214.75","206.60","212.12","15,996,700"
02/22/2021,"211.89","220.39","210.80","212.88","21,413,750"
02/19/2021,"209.97","217.64","209.15","217.47","12,415,280"
02/18/2021,"213.45","214.34","208.08","208.48","9,121,302"
02/17/2021,"215.52","218.71","212.68","215.52","9,295,592"
02/16/2021,"213.08","217.40","212.33","217.18","10,171,130"
02/12/2021,"210.36","213.16","209.67","210.98","6,010,791"
02/11/2021,"212.24","213.99","208.57","210.66","7,140,235"
02/10/2021,"215.65","217.49","211.12","211.92","11,510,720"
02/09/2021,"210.60","216.73","208.90","215.12","13,615,660"
02/08/2021,"209.55","211.99","208.30","211.95","11,182,090"
02/05/2021,"212.25","213.20","206.66","207.93","9,546,076"
02/04/2021,"209.87","212.48","208.02","210.64","11,869,930"
02/03/2021,"202.00","208.16","201.26","207.39","11,836,860"
02/02/2021,"198.98","203.03","198.09","200.94","11,130,620"
02/01/2021,"196.00","197.38","192.86","195.84","9,061,904"
01/29/2021,"198.30","201.57","193.12","194.19","13,683,740"
01/28/2021,"198.05","200.42","196.00","197.23","10,403,210"
01/27/2021,"196.90","199.47","191.85","194.03","20,948,461"
01/26/2021,"205.34","208.35","201.79","202.06","11,011,760"
01/25/2021,"203.27","203.80","199.30","203.36","14,276,240"
01/22/2021,"205.55","206.70","204.27","205.84","7,514,630"
01/21/2021,"211.72","211.93","206.34","207.41","11,119,830"
01/20/2021,"213.24","215.59","211.21","211.45","9,727,036"
01/19/2021,"206.99","211.52","206.52","210.71","11,947,220"
01/15/2021,"208.96","209.25","204.20","204.32","11,103,340"
01/14/2021,"208.79","214.19","208.21","209.91","12,446,820"
01/13/2021,"207.15","208.79","204.85","207.21","8,570,469"
01/12/2021,"206.65","209.06","204.81","208.41","12,836,220"
01/11/2021,"203.03","207.78","201.01","206.79","16,789,279"
01/08/2021,"213.61","214.10","208.16","209.90","14,144,020"
01/07/2021,"213.39","216.60","211.78","212.71","14,474,100"
01/06/2021,"210.22","215.61","209.34","211.03","16,202,160"
01/05/2021,"204.74","213.35","204.60","211.63","19,338,301"
01/04/2021,"210.00","210.20","202.49","202.72","21,225,590"
12/31/2020,"216.24","216.90","212.70","214.06","10,487,570"
12/30/2020,"216.36","218.55","214.37","216.67","10,812,620"
12/29/2020,"218.30","221.68","215.40","216.25","14,593,770"
12/28/2020,"218.19","219.20","215.16","216.09","9,090,579"
12/24/2020,"219.62","219.88","216.05","217.15","6,398,510"
12/23/2020,"219.55","224.40","219.32","219.69","10,869,010"
12/22/2020,"223.28","223.89","217.70","218.78","13,326,170"
12/21/2020,"212.34","219.43","211.10","219.31","18,726,510"
12/18/2020,"222.05","223.46","218.61","219.75","19,092,760"
12/17/2020,"227.24","228.49","220.53","221.24","17,465,600"
12/16/2020,"229.33","232.37","225.30","225.87","17,858,391"
12/15/2020,"230.00","232.50","224.36","229.50","19,013,189"
12/14/2020,"235.00","237.63","228.37","228.62","19,231,240"
12/11/2020,"232.82","236.22","228.33","230.33","17,311,801"
12/10/2020,"228.10","237.01","228.02","234.43","16,185,030"
12/09/2020,"238.64","240.84","228.28","232.06","19,043,600"
12/08/2020,"238.70","241.70","234.46","236.57","19,682,029"
12/07/2020,"238.50","244.08","237.11","238.17","33,246,660"
12/04/2020,"236.36","238.18","230.25","232.71","29,378,369"
12/03/2020,"228.30","242.00","226.53","237.20","45,945,141"
12/02/2020,"213.01","224.99","210.30","223.85","25,912,260"
12/01/2020,"214.31","218.09","213.00","213.01","15,805,160"
11/30/2020,"215.70","217.78","208.52","210.71","16,501,859"
11/27/2020,"218.25","219.93","216.04","216.50","9,970,228"
11/25/2020,"217.71","221.00","213.09","217.61","19,254,141"
11/24/2020,"219.43","222.95","215.76","218.49","31,132,000"
11/23/2020,"203.24","214.21","201.87","211.53","28,372,400"
11/20/2020,"204.59","206.58","199.17","199.62","18,230,881"
11/19/2020,"200.45","209.44","199.90","205.67","34,236,070"
11/18/2020,"223.02","223.02","203.00","203.30","65,990,688"
11/17/2020,"200.25","211.20","196.05","210.05","38,299,289"
11/16/2020,"194.56","202.94","191.35","202.40","40,562,840"
11/13/2020,"179.00","187.27","178.71","187.11","19,784,801"
11/12/2020,"178.95","184.59","176.25","176.72","20,336,211"
11/11/2020,"189.89","190.00","180.41","182.15","29,907,750"
11/10/2020,"182.80","193.95","180.38","188.69","46,404,281"
11/09/2020,"179.00","184.46","172.16","179.36","49,014,406"
11/06/2020,"156.33","158.47","154.52","157.74","8,995,560"
11/05/2020,"152.48","157.63","152.10","157.09","12,328,320"
11/04/2020,"153.17","155.40","151.17","151.63","11,344,720"
11/03/2020,"151.83","154.82","150.64","153.65","12,249,770"
11/02/2020,"145.75","149.59","143.38","148.60","13,854,650"
10/30/2020,"147.20","149.17","141.58","144.39","15,392,750"
10/29/2020,"148.03","150.10","146.60","148.29","14,554,270"
10/28/2020,"153.00","153.95","148.00","148.14","20,279,770"
10/27/2020,"159.16","160.25","155.00","155.24","15,491,860"
10/26/2020,"164.95","165.50","159.05","160.83","16,151,140"
10/23/2020,"169.99","170.26","166.05","167.36","10,024,180"
10/22/2020,"164.70","169.63","164.10","169.07","14,238,160"
10/21/2020,"166.44","167.63","163.82","163.86","11,450,650"
10/20/2020,"168.29","169.29","166.18","167.24","12,319,920"
10/19/2020,"169.09","170.84","166.11","167.11","16,519,619"
10/16/2020,"171.22","173.42","167.27","167.35","31,780,631"
10/15/2020,"161.01","164.54","158.73","164.24","13,226,820"
10/14/2020,"162.70","165.17","162.49","163.24","10,541,790"
10/13/2020,"165.36","165.53","162.09","162.14","15,182,630"
10/12/2020,"167.75","169.20","165.95","167.35","12,176,640"
10/09/2020,"169.93","170.00","166.82","167.33","17,405,971"
10/08/2020,"166.22","168.09","163.54","168.00","20,598,600"
10/07/2020,"163.71","166.34","162.38","164.61","26,019,070"
10/06/2020,"173.04","175.56","159.33","159.54","47,132,551"
10/05/2020,"169.49","172.08","167.51","171.20","19,082,150"
10/02/2020,"161.86","169.78","161.80","168.08","31,773,789"
10/01/2020,"170.15","172.76","165.57","167.86","30,677,080"
09/30/2020,"164.50","170.98","164.11","165.26","38,436,688"
09/29/2020,"164.77","165.50","162.01","163.60","19,920,971"
09/28/2020,"160.33","168.00","159.20","166.08","38,868,160"
09/25/2020,"146.85","156.31","146.42","156.03","29,123,010"
09/24/2020,"150.29","150.31","145.02","146.05","27,098,141"
09/23/2020,"157.33","160.42","150.89","151.18","18,247,500"
09/22/2020,"156.81","160.07","154.95","156.80","17,768,920"
09/21/2020,"157.83","158.83","154.20","156.35","23,125,340"
09/18/2020,"165.66","169.72","161.02","161.14","22,057,119"
09/17/2020,"164.63","168.46","161.05","167.53","19,717,830"
09/16/2020,"161.95","170.57","160.31","167.46","21,886,250"
09/15/2020,"166.65","168.84","163.33","163.49","14,881,700"
09/14/2020,"161.75","165.94","158.90","165.35","17,228,430"
09/11/2020,"158.00","161.36","156.32","160.23","14,722,440"
09/10/2020,"160.96","163.78","157.57","157.69","14,532,590"
09/09/2020,"161.61","163.06","157.00","160.78","21,951,400"
09/08/2020,"165.80","166.90","160.50","161.08","22,622,680"
09/04/2020,"171.31","172.83","164.00","171.05","18,867,270"
09/03/2020,"175.00","180.85","168.12","168.77","27,799,391"
09/02/2020,"172.74","175.00","171.45","174.78","16,552,090"
09/01/2020,"170.71","175.49","169.25","172.10","18,997,420"
08/31/2020,"174.65","175.27","171.70","171.82","16,264,300"
08/28/2020,"175.11","177.28","172.57","175.80","20,383,900"
08/27/2020,"174.71","181.31","173.56","174.20","29,548,070"
08/26/2020,"173.80","174.43","171.35","171.90","16,189,790"
08/25/2020,"180.46","180.63","172.44","174.73","31,318,539"
08/24/2020,"168.78","178.27","167.93","178.27","39,317,113"
08/21/2020,"168.35","170.08","167.27","167.50","16,945,900"
08/20/2020,"168.54","170.84","165.86","169.58","23,213,410"
08/19/2020,"170.44","174.10","169.09","169.27","25,601,500"
08/18/2020,"172.01","173.24","169.01","170.23","21,488,490"
08/17/2020,"178.24","178.29","171.41","172.01","23,352,131"
08/14/2020,"173.09","179.47","172.35","178.08","32,414,090"
08/13/2020,"173.62","179.47","172.43","174.73","22,958,760"
08/12/2020,"184.01","184.15","173.19","175.44","40,702,391"
08/11/2020,"184.51","189.97","179.53","180.13","61,036,609"
08/10/2020,"171.36","179.79","171.33","179.41","35,857,660"
08/07/2020,"171.50","171.86","168.70","170.02","19,317,971"
08/06/2020,"172.80","175.57","170.60","172.20","32,921,629"
08/05/2020,"167.60","174.98","166.40","174.28","46,550,969"
08/04/2020,"164.63","167.40","163.01","165.07","30,853,449"
08/03/2020,"156.51","163.58","153.41","162.27","38,520,488"
07/31/2020,"161.55","163.40","156.26","158.00","30,286,699"
07/30/2020,"162.88","164.55","160.64","161.95","29,140,020"
07/29/2020,"172.90","173.01","162.25","166.01","51,709,633"
07/28/2020,"168.50","173.74","168.23","170.84","25,349,141"
07/27/2020,"173.19","174.14","169.00","170.21","30,243,770"
07/24/2020,"175.68","181.10","173.60","173.76","28,548,039"
07/23/2020,"178.00","182.50","175.42","176.45","29,587,221"
07/22/2020,"176.43","182.95","175.39","179.79","29,790,311"
07/21/2020,"178.43","182.65","176.75","178.63","40,774,512"
07/20/2020,"175.13","176.57","171.62","174.42","25,294,301"
07/17/2020,"178.41","181.10","175.55","175.66","26,214,980"
07/16/2020,"184.32","184.59","177.34","178.70","35,050,020"
07/15/2020,"185.54","189.53","181.25","187.94","48,044,832"
07/14/2020,"177.00","181.30","173.41","179.96","39,256,207"
07/13/2020,"180.20","183.25","174.36","175.65","43,364,680"
07/10/2020,"171.70","179.33","169.75","178.44","40,955,566"
07/09/2020,"179.67","180.75","172.81","173.28","33,514,461"
07/08/2020,"179.05","181.58","175.51","180.08","38,116,199"
07/07/2020,"185.07","185.07","178.65","178.88","37,105,281"
07/06/2020,"184.52","189.36","181.60","187.91","49,471,672"
07/02/2020,"185.58","187.79","180.43","180.81","41,792,301"
07/01/2020,"185.88","190.61","180.04","180.32","49,036,754"
06/30/2020,"188.02","188.49","180.38","183.30","65,493,078"
